C:\myData\IMG\center_2025_06_02_16_41_51_349.jpg,C:\myData\IMG\left_2025_06_02_16_41_51_349.jpg,C:\myData\IMG\right_2025_06_02_16_41_51_349.jpg,-0.6000001,0,0,11.76831
C:\myData\IMG\center_2025_06_02_16_41_51_553.jpg,C:\myData\IMG\left_2025_06_02_16_41_51_553.jpg,C:\myData\IMG\right_2025_06_02_16_41_51_553.jpg,0,0,0,11.1684
C:\myData\IMG\center_2025_06_02_16_41_51_637.jpg,C:\myData\IMG\left_2025_06_02_16_41_51_637.jpg,C:\myData\IMG\right_2025_06_02_16_41_51_637.jpg,0,0,0,11.00154
C:\myData\IMG\center_2025_06_02_16_41_51_823.jpg,C:\myData\IMG\left_2025_06_02_16_41_51_823.jpg,C:\myData\IMG\right_2025_06_02_16_41_51_823.jpg,0,0,0,10.80359
C:\myData\IMG\center_2025_06_02_16_41_52_025.jpg,C:\myData\IMG\left_2025_06_02_16_41_52_025.jpg,C:\myData\IMG\right_2025_06_02_16_41_52_025.jpg,-0.5000001,0,0,10.50138
C:\myData\IMG\center_2025_06_02_16_41_52_220.jpg,C:\myData\IMG\left_2025_06_02_16_41_52_220.jpg,C:\myData\IMG\right_2025_06_02_16_41_52_220.jpg,0,0,0,10.26003
C:\myData\IMG\center_2025_06_02_16_41_52_413.jpg,C:\myData\IMG\left_2025_06_02_16_41_52_413.jpg,C:\myData\IMG\right_2025_06_02_16_41_52_413.jpg,0,0,0,10.07528
C:\myData\IMG\center_2025_06_02_16_41_52_620.jpg,C:\myData\IMG\left_2025_06_02_16_41_52_620.jpg,C:\myData\IMG\right_2025_06_02_16_41_52_620.jpg,0,0,0,9.854096
C:\myData\IMG\center_2025_06_02_16_41_52_819.jpg,C:\myData\IMG\left_2025_06_02_16_41_52_819.jpg,C:\myData\IMG\right_2025_06_02_16_41_52_819.jpg,0,0,0,9.657124
C:\myData\IMG\center_2025_06_02_16_41_53_009.jpg,C:\myData\IMG\left_2025_06_02_16_41_53_009.jpg,C:\myData\IMG\right_2025_06_02_16_41_53_009.jpg,0,0,0,9.483361
C:\myData\IMG\center_2025_06_02_16_41_53_201.jpg,C:\myData\IMG\left_2025_06_02_16_41_53_201.jpg,C:\myData\IMG\right_2025_06_02_16_41_53_201.jpg,0,0,0,9.293963
C:\myData\IMG\center_2025_06_02_16_41_53_371.jpg,C:\myData\IMG\left_2025_06_02_16_41_53_371.jpg,C:\myData\IMG\right_2025_06_02_16_41_53_371.jpg,0,0,0,9.145172
C:\myData\IMG\center_2025_06_02_16_41_53_575.jpg,C:\myData\IMG\left_2025_06_02_16_41_53_575.jpg,C:\myData\IMG\right_2025_06_02_16_41_53_575.jpg,0,0,0,8.944467
C:\myData\IMG\center_2025_06_02_16_41_53_772.jpg,C:\myData\IMG\left_2025_06_02_16_41_53_772.jpg,C:\myData\IMG\right_2025_06_02_16_41_53_772.jpg,0,0,0,8.783539
C:\myData\IMG\center_2025_06_02_16_41_53_965.jpg,C:\myData\IMG\left_2025_06_02_16_41_53_965.jpg,C:\myData\IMG\right_2025_06_02_16_41_53_965.jpg,0,0,0,8.608128
C:\myData\IMG\center_2025_06_02_16_41_54_169.jpg,C:\myData\IMG\left_2025_06_02_16_41_54_169.jpg,C:\myData\IMG\right_2025_06_02_16_41_54_169.jpg,-0.5000001,0,0,8.366701
C:\myData\IMG\center_2025_06_02_16_41_54_364.jpg,C:\myData\IMG\left_2025_06_02_16_41_54_364.jpg,C:\myData\IMG\right_2025_06_02_16_41_54_364.jpg,-1,0,0,7.999568
C:\myData\IMG\center_2025_06_02_16_41_54_760.jpg,C:\myData\IMG\left_2025_06_02_16_41_54_760.jpg,C:\myData\IMG\right_2025_06_02_16_41_54_760.jpg,0,0,0,7.575212
C:\myData\IMG\center_2025_06_02_16_41_55_004.jpg,C:\myData\IMG\left_2025_06_02_16_41_55_004.jpg,C:\myData\IMG\right_2025_06_02_16_41_55_004.jpg,0,0,0,7.394042
C:\myData\IMG\center_2025_06_02_16_41_55_191.jpg,C:\myData\IMG\left_2025_06_02_16_41_55_191.jpg,C:\myData\IMG\right_2025_06_02_16_41_55_191.jpg,-0.45,0,0,7.212134
C:\myData\IMG\center_2025_06_02_16_41_55_377.jpg,C:\myData\IMG\left_2025_06_02_16_41_55_377.jpg,C:\myData\IMG\right_2025_06_02_16_41_55_377.jpg,0,0,0,7.046888
C:\myData\IMG\center_2025_06_02_16_41_55_591.jpg,C:\myData\IMG\left_2025_06_02_16_41_55_591.jpg,C:\myData\IMG\right_2025_06_02_16_41_55_591.jpg,0,0,0,6.906141
C:\myData\IMG\center_2025_06_02_16_41_55_783.jpg,C:\myData\IMG\left_2025_06_02_16_41_55_783.jpg,C:\myData\IMG\right_2025_06_02_16_41_55_783.jpg,-0.5000001,0,0,6.712469
C:\myData\IMG\center_2025_06_02_16_41_55_981.jpg,C:\myData\IMG\left_2025_06_02_16_41_55_981.jpg,C:\myData\IMG\right_2025_06_02_16_41_55_981.jpg,-1,0,0,6.420145
C:\myData\IMG\center_2025_06_02_16_41_56_172.jpg,C:\myData\IMG\left_2025_06_02_16_41_56_172.jpg,C:\myData\IMG\right_2025_06_02_16_41_56_172.jpg,0,0,0,6.16767
C:\myData\IMG\center_2025_06_02_16_41_56_369.jpg,C:\myData\IMG\left_2025_06_02_16_41_56_369.jpg,C:\myData\IMG\right_2025_06_02_16_41_56_369.jpg,0,0,0,6.044329
C:\myData\IMG\center_2025_06_02_16_41_56_540.jpg,C:\myData\IMG\left_2025_06_02_16_41_56_540.jpg,C:\myData\IMG\right_2025_06_02_16_41_56_540.jpg,0,0,0,5.93559
C:\myData\IMG\center_2025_06_02_16_41_56_754.jpg,C:\myData\IMG\left_2025_06_02_16_41_56_754.jpg,C:\myData\IMG\right_2025_06_02_16_41_56_754.jpg,-0.5000001,0,0,5.769169
C:\myData\IMG\center_2025_06_02_16_41_56_932.jpg,C:\myData\IMG\left_2025_06_02_16_41_56_932.jpg,C:\myData\IMG\right_2025_06_02_16_41_56_932.jpg,-0.9500002,0,0,5.542269
C:\myData\IMG\center_2025_06_02_16_41_57_118.jpg,C:\myData\IMG\left_2025_06_02_16_41_57_118.jpg,C:\myData\IMG\right_2025_06_02_16_41_57_118.jpg,0,0,0,5.320476
C:\myData\IMG\center_2025_06_02_16_41_57_307.jpg,C:\myData\IMG\left_2025_06_02_16_41_57_307.jpg,C:\myData\IMG\right_2025_06_02_16_41_57_307.jpg,0,0,0,5.222586
C:\myData\IMG\center_2025_06_02_16_41_57_506.jpg,C:\myData\IMG\left_2025_06_02_16_41_57_506.jpg,C:\myData\IMG\right_2025_06_02_16_41_57_506.jpg,0,0,0,5.115474
C:\myData\IMG\center_2025_06_02_16_41_57_681.jpg,C:\myData\IMG\left_2025_06_02_16_41_57_681.jpg,C:\myData\IMG\right_2025_06_02_16_41_57_681.jpg,0,0.5260899,0,6.138373
C:\myData\IMG\center_2025_06_02_16_41_57_888.jpg,C:\myData\IMG\left_2025_06_02_16_41_57_888.jpg,C:\myData\IMG\right_2025_06_02_16_41_57_888.jpg,0,1,0,8.387076
C:\myData\IMG\center_2025_06_02_16_41_58_086.jpg,C:\myData\IMG\left_2025_06_02_16_41_58_086.jpg,C:\myData\IMG\right_2025_06_02_16_41_58_086.jpg,0,1,0,10.62093
C:\myData\IMG\center_2025_06_02_16_41_58_286.jpg,C:\myData\IMG\left_2025_06_02_16_41_58_286.jpg,C:\myData\IMG\right_2025_06_02_16_41_58_286.jpg,0,1,0,12.77399
C:\myData\IMG\center_2025_06_02_16_41_58_583.jpg,C:\myData\IMG\left_2025_06_02_16_41_58_583.jpg,C:\myData\IMG\right_2025_06_02_16_41_58_583.jpg,0,1,0,14.55051
C:\myData\IMG\center_2025_06_02_16_41_58_782.jpg,C:\myData\IMG\left_2025_06_02_16_41_58_782.jpg,C:\myData\IMG\right_2025_06_02_16_41_58_782.jpg,0,1,0,16.75513
C:\myData\IMG\center_2025_06_02_16_41_58_837.jpg,C:\myData\IMG\left_2025_06_02_16_41_58_837.jpg,C:\myData\IMG\right_2025_06_02_16_41_58_837.jpg,-0.5000001,1,0,18.66014
C:\myData\IMG\center_2025_06_02_16_41_59_040.jpg,C:\myData\IMG\left_2025_06_02_16_41_59_040.jpg,C:\myData\IMG\right_2025_06_02_16_41_59_040.jpg,0,1,0,20.62952
C:\myData\IMG\center_2025_06_02_16_41_59_241.jpg,C:\myData\IMG\left_2025_06_02_16_41_59_241.jpg,C:\myData\IMG\right_2025_06_02_16_41_59_241.jpg,0,1,0,22.59079
C:\myData\IMG\center_2025_06_02_16_41_59_450.jpg,C:\myData\IMG\left_2025_06_02_16_41_59_450.jpg,C:\myData\IMG\right_2025_06_02_16_41_59_450.jpg,0,1,0,24.52893
C:\myData\IMG\center_2025_06_02_16_41_59_621.jpg,C:\myData\IMG\left_2025_06_02_16_41_59_621.jpg,C:\myData\IMG\right_2025_06_02_16_41_59_621.jpg,0,1,0,26.2529
C:\myData\IMG\center_2025_06_02_16_41_59_803.jpg,C:\myData\IMG\left_2025_06_02_16_41_59_803.jpg,C:\myData\IMG\right_2025_06_02_16_41_59_803.jpg,0,0.4412014,0,26.82949
C:\myData\IMG\center_2025_06_02_16_42_00_008.jpg,C:\myData\IMG\left_2025_06_02_16_42_00_008.jpg,C:\myData\IMG\right_2025_06_02_16_42_00_008.jpg,0,0,0,26.36352
C:\myData\IMG\center_2025_06_02_16_42_00_212.jpg,C:\myData\IMG\left_2025_06_02_16_42_00_212.jpg,C:\myData\IMG\right_2025_06_02_16_42_00_212.jpg,-0.5000001,0,0,25.65883
C:\myData\IMG\center_2025_06_02_16_42_00_422.jpg,C:\myData\IMG\left_2025_06_02_16_42_00_422.jpg,C:\myData\IMG\right_2025_06_02_16_42_00_422.jpg,-1,0,0,24.36356
C:\myData\IMG\center_2025_06_02_16_42_00_600.jpg,C:\myData\IMG\left_2025_06_02_16_42_00_600.jpg,C:\myData\IMG\right_2025_06_02_16_42_00_600.jpg,0,0,0,23.78585
C:\myData\IMG\center_2025_06_02_16_42_00_886.jpg,C:\myData\IMG\left_2025_06_02_16_42_00_886.jpg,C:\myData\IMG\right_2025_06_02_16_42_00_886.jpg,0,0,0,23.12883
C:\myData\IMG\center_2025_06_02_16_42_01_098.jpg,C:\myData\IMG\left_2025_06_02_16_42_01_098.jpg,C:\myData\IMG\right_2025_06_02_16_42_01_098.jpg,0,0,0,22.47057
C:\myData\IMG\center_2025_06_02_16_42_01_342.jpg,C:\myData\IMG\left_2025_06_02_16_42_01_342.jpg,C:\myData\IMG\right_2025_06_02_16_42_01_342.jpg,0,0,0,21.90953
C:\myData\IMG\center_2025_06_02_16_42_01_580.jpg,C:\myData\IMG\left_2025_06_02_16_42_01_580.jpg,C:\myData\IMG\right_2025_06_02_16_42_01_580.jpg,0,0,0,21.52466
C:\myData\IMG\center_2025_06_02_16_42_01_963.jpg,C:\myData\IMG\left_2025_06_02_16_42_01_963.jpg,C:\myData\IMG\right_2025_06_02_16_42_01_963.jpg,0.5500001,0,0,20.66552
C:\myData\IMG\center_2025_06_02_16_42_02_022.jpg,C:\myData\IMG\left_2025_06_02_16_42_02_022.jpg,C:\myData\IMG\right_2025_06_02_16_42_02_022.jpg,0,0,0,20.3626
C:\myData\IMG\center_2025_06_02_16_42_02_228.jpg,C:\myData\IMG\left_2025_06_02_16_42_02_228.jpg,C:\myData\IMG\right_2025_06_02_16_42_02_228.jpg,0,0,0,19.64983
C:\myData\IMG\center_2025_06_02_16_42_02_420.jpg,C:\myData\IMG\left_2025_06_02_16_42_02_420.jpg,C:\myData\IMG\right_2025_06_02_16_42_02_420.jpg,0,0,0,19.20933
C:\myData\IMG\center_2025_06_02_16_42_02_654.jpg,C:\myData\IMG\left_2025_06_02_16_42_02_654.jpg,C:\myData\IMG\right_2025_06_02_16_42_02_654.jpg,0,0,0,19.2214
C:\myData\IMG\center_2025_06_02_16_42_02_870.jpg,C:\myData\IMG\left_2025_06_02_16_42_02_870.jpg,C:\myData\IMG\right_2025_06_02_16_42_02_870.jpg,-0.5500001,0,0,18.18328
C:\myData\IMG\center_2025_06_02_16_42_03_183.jpg,C:\myData\IMG\left_2025_06_02_16_42_03_183.jpg,C:\myData\IMG\right_2025_06_02_16_42_03_183.jpg,0,0,0,18.20349
C:\myData\IMG\center_2025_06_02_16_42_03_294.jpg,C:\myData\IMG\left_2025_06_02_16_42_03_294.jpg,C:\myData\IMG\right_2025_06_02_16_42_03_294.jpg,0,0,0,17.85212
C:\myData\IMG\center_2025_06_02_16_42_03_511.jpg,C:\myData\IMG\left_2025_06_02_16_42_03_511.jpg,C:\myData\IMG\right_2025_06_02_16_42_03_511.jpg,0,0,0,16.94254
C:\myData\IMG\center_2025_06_02_16_42_03_716.jpg,C:\myData\IMG\left_2025_06_02_16_42_03_716.jpg,C:\myData\IMG\right_2025_06_02_16_42_03_716.jpg,0,0,0,16.60048
C:\myData\IMG\center_2025_06_02_16_42_04_040.jpg,C:\myData\IMG\left_2025_06_02_16_42_04_040.jpg,C:\myData\IMG\right_2025_06_02_16_42_04_040.jpg,0,0,0,16.2049
C:\myData\IMG\center_2025_06_02_16_42_04_260.jpg,C:\myData\IMG\left_2025_06_02_16_42_04_260.jpg,C:\myData\IMG\right_2025_06_02_16_42_04_260.jpg,0,0,0,15.89239
C:\myData\IMG\center_2025_06_02_16_42_04_471.jpg,C:\myData\IMG\left_2025_06_02_16_42_04_471.jpg,C:\myData\IMG\right_2025_06_02_16_42_04_471.jpg,0,0,0,15.52847
C:\myData\IMG\center_2025_06_02_16_42_04_673.jpg,C:\myData\IMG\left_2025_06_02_16_42_04_673.jpg,C:\myData\IMG\right_2025_06_02_16_42_04_673.jpg,0,0,0,15.79343
C:\myData\IMG\center_2025_06_02_16_42_04_890.jpg,C:\myData\IMG\left_2025_06_02_16_42_04_890.jpg,C:\myData\IMG\right_2025_06_02_16_42_04_890.jpg,0,0,0,14.93691
C:\myData\IMG\center_2025_06_02_16_42_05_120.jpg,C:\myData\IMG\left_2025_06_02_16_42_05_120.jpg,C:\myData\IMG\right_2025_06_02_16_42_05_120.jpg,-0.5500001,0,0,14.97768
C:\myData\IMG\center_2025_06_02_16_42_05_316.jpg,C:\myData\IMG\left_2025_06_02_16_42_05_316.jpg,C:\myData\IMG\right_2025_06_02_16_42_05_316.jpg,0,0,0,14.64344
C:\myData\IMG\center_2025_06_02_16_42_05_530.jpg,C:\myData\IMG\left_2025_06_02_16_42_05_530.jpg,C:\myData\IMG\right_2025_06_02_16_42_05_530.jpg,0,0,0,13.85425
C:\myData\IMG\center_2025_06_02_16_42_05_732.jpg,C:\myData\IMG\left_2025_06_02_16_42_05_732.jpg,C:\myData\IMG\right_2025_06_02_16_42_05_732.jpg,0,0,0,14.00961
C:\myData\IMG\center_2025_06_02_16_42_05_938.jpg,C:\myData\IMG\left_2025_06_02_16_42_05_938.jpg,C:\myData\IMG\right_2025_06_02_16_42_05_938.jpg,0,0,0,13.74241
C:\myData\IMG\center_2025_06_02_16_42_06_159.jpg,C:\myData\IMG\left_2025_06_02_16_42_06_159.jpg,C:\myData\IMG\right_2025_06_02_16_42_06_159.jpg,0,0,0,12.84206
C:\myData\IMG\center_2025_06_02_16_42_06_422.jpg,C:\myData\IMG\left_2025_06_02_16_42_06_422.jpg,C:\myData\IMG\right_2025_06_02_16_42_06_422.jpg,-0.5000001,0,0,12.49729
C:\myData\IMG\center_2025_06_02_16_42_06_586.jpg,C:\myData\IMG\left_2025_06_02_16_42_06_586.jpg,C:\myData\IMG\right_2025_06_02_16_42_06_586.jpg,0,0,0,12.75238
C:\myData\IMG\center_2025_06_02_16_42_06_798.jpg,C:\myData\IMG\left_2025_06_02_16_42_06_798.jpg,C:\myData\IMG\right_2025_06_02_16_42_06_798.jpg,0,0,0,11.97964
C:\myData\IMG\center_2025_06_02_16_42_07_014.jpg,C:\myData\IMG\left_2025_06_02_16_42_07_014.jpg,C:\myData\IMG\right_2025_06_02_16_42_07_014.jpg,0,0,0,11.64016
C:\myData\IMG\center_2025_06_02_16_42_07_240.jpg,C:\myData\IMG\left_2025_06_02_16_42_07_240.jpg,C:\myData\IMG\right_2025_06_02_16_42_07_240.jpg,-0.6000001,0,0,11.22406
C:\myData\IMG\center_2025_06_02_16_42_07_450.jpg,C:\myData\IMG\left_2025_06_02_16_42_07_450.jpg,C:\myData\IMG\right_2025_06_02_16_42_07_450.jpg,0,0,0,11.42978
C:\myData\IMG\center_2025_06_02_16_42_07_667.jpg,C:\myData\IMG\left_2025_06_02_16_42_07_667.jpg,C:\myData\IMG\right_2025_06_02_16_42_07_667.jpg,0,0,0,11.06141
C:\myData\IMG\center_2025_06_02_16_42_07_792.jpg,C:\myData\IMG\left_2025_06_02_16_42_07_792.jpg,C:\myData\IMG\right_2025_06_02_16_42_07_792.jpg,-0.5500001,0,0,10.71179
C:\myData\IMG\center_2025_06_02_16_42_08_010.jpg,C:\myData\IMG\left_2025_06_02_16_42_08_010.jpg,C:\myData\IMG\right_2025_06_02_16_42_08_010.jpg,0,0,0,10.43581
C:\myData\IMG\center_2025_06_02_16_42_08_231.jpg,C:\myData\IMG\left_2025_06_02_16_42_08_231.jpg,C:\myData\IMG\right_2025_06_02_16_42_08_231.jpg,0,0,0,10.20664
C:\myData\IMG\center_2025_06_02_16_42_08_461.jpg,C:\myData\IMG\left_2025_06_02_16_42_08_461.jpg,C:\myData\IMG\right_2025_06_02_16_42_08_461.jpg,0,0,0,9.9625
C:\myData\IMG\center_2025_06_02_16_42_08_676.jpg,C:\myData\IMG\left_2025_06_02_16_42_08_676.jpg,C:\myData\IMG\right_2025_06_02_16_42_08_676.jpg,-0.5000001,0,0,9.683369
C:\myData\IMG\center_2025_06_02_16_42_08_889.jpg,C:\myData\IMG\left_2025_06_02_16_42_08_889.jpg,C:\myData\IMG\right_2025_06_02_16_42_08_889.jpg,0,0,0,9.439864
C:\myData\IMG\center_2025_06_02_16_42_09_100.jpg,C:\myData\IMG\left_2025_06_02_16_42_09_100.jpg,C:\myData\IMG\right_2025_06_02_16_42_09_100.jpg,0,0,0,9.232611
C:\myData\IMG\center_2025_06_02_16_42_09_321.jpg,C:\myData\IMG\left_2025_06_02_16_42_09_321.jpg,C:\myData\IMG\right_2025_06_02_16_42_09_321.jpg,0,0,0,9.029971
C:\myData\IMG\center_2025_06_02_16_42_09_552.jpg,C:\myData\IMG\left_2025_06_02_16_42_09_552.jpg,C:\myData\IMG\right_2025_06_02_16_42_09_552.jpg,0,0,0,8.831787
C:\myData\IMG\center_2025_06_02_16_42_09_764.jpg,C:\myData\IMG\left_2025_06_02_16_42_09_764.jpg,C:\myData\IMG\right_2025_06_02_16_42_09_764.jpg,-0.5500001,0,0,8.551826
C:\myData\IMG\center_2025_06_02_16_42_09_994.jpg,C:\myData\IMG\left_2025_06_02_16_42_09_994.jpg,C:\myData\IMG\right_2025_06_02_16_42_09_994.jpg,-1,0,0,8.137797
C:\myData\IMG\center_2025_06_02_16_42_10_208.jpg,C:\myData\IMG\left_2025_06_02_16_42_10_208.jpg,C:\myData\IMG\right_2025_06_02_16_42_10_208.jpg,0,0,0,7.777382
C:\myData\IMG\center_2025_06_02_16_42_10_431.jpg,C:\myData\IMG\left_2025_06_02_16_42_10_431.jpg,C:\myData\IMG\right_2025_06_02_16_42_10_431.jpg,0,0,0,7.60638
C:\myData\IMG\center_2025_06_02_16_42_10_642.jpg,C:\myData\IMG\left_2025_06_02_16_42_10_642.jpg,C:\myData\IMG\right_2025_06_02_16_42_10_642.jpg,0,0,0,7.439452
C:\myData\IMG\center_2025_06_02_16_42_10_863.jpg,C:\myData\IMG\left_2025_06_02_16_42_10_863.jpg,C:\myData\IMG\right_2025_06_02_16_42_10_863.jpg,0,0,0,7.276184
C:\myData\IMG\center_2025_06_02_16_42_11_086.jpg,C:\myData\IMG\left_2025_06_02_16_42_11_086.jpg,C:\myData\IMG\right_2025_06_02_16_42_11_086.jpg,0,0,0,7.116497
C:\myData\IMG\center_2025_06_02_16_42_11_299.jpg,C:\myData\IMG\left_2025_06_02_16_42_11_299.jpg,C:\myData\IMG\right_2025_06_02_16_42_11_299.jpg,-0.5500001,0,0,6.891079
C:\myData\IMG\center_2025_06_02_16_42_11_513.jpg,C:\myData\IMG\left_2025_06_02_16_42_11_513.jpg,C:\myData\IMG\right_2025_06_02_16_42_11_513.jpg,-1,0,0,6.585811
C:\myData\IMG\center_2025_06_02_16_42_11_743.jpg,C:\myData\IMG\left_2025_06_02_16_42_11_743.jpg,C:\myData\IMG\right_2025_06_02_16_42_11_743.jpg,0,0,0,6.278356
C:\myData\IMG\center_2025_06_02_16_42_11_954.jpg,C:\myData\IMG\left_2025_06_02_16_42_11_954.jpg,C:\myData\IMG\right_2025_06_02_16_42_11_954.jpg,0,0,0,6.152946
C:\myData\IMG\center_2025_06_02_16_42_12_173.jpg,C:\myData\IMG\left_2025_06_02_16_42_12_173.jpg,C:\myData\IMG\right_2025_06_02_16_42_12_173.jpg,0,0.6500115,0,7.703596
C:\myData\IMG\center_2025_06_02_16_42_12_386.jpg,C:\myData\IMG\left_2025_06_02_16_42_12_386.jpg,C:\myData\IMG\right_2025_06_02_16_42_12_386.jpg,0,1,0,10.15109
C:\myData\IMG\center_2025_06_02_16_42_12_596.jpg,C:\myData\IMG\left_2025_06_02_16_42_12_596.jpg,C:\myData\IMG\right_2025_06_02_16_42_12_596.jpg,0,1,0,12.39111
C:\myData\IMG\center_2025_06_02_16_42_12_821.jpg,C:\myData\IMG\left_2025_06_02_16_42_12_821.jpg,C:\myData\IMG\right_2025_06_02_16_42_12_821.jpg,0,1,0,15.03671
C:\myData\IMG\center_2025_06_02_16_42_13_133.jpg,C:\myData\IMG\left_2025_06_02_16_42_13_133.jpg,C:\myData\IMG\right_2025_06_02_16_42_13_133.jpg,0,1,0,17.13717
C:\myData\IMG\center_2025_06_02_16_42_13_252.jpg,C:\myData\IMG\left_2025_06_02_16_42_13_252.jpg,C:\myData\IMG\right_2025_06_02_16_42_13_252.jpg,0,1,0,19.24661
C:\myData\IMG\center_2025_06_02_16_42_13_465.jpg,C:\myData\IMG\left_2025_06_02_16_42_13_465.jpg,C:\myData\IMG\right_2025_06_02_16_42_13_465.jpg,0,1,0,21.56872
C:\myData\IMG\center_2025_06_02_16_42_13_684.jpg,C:\myData\IMG\left_2025_06_02_16_42_13_684.jpg,C:\myData\IMG\right_2025_06_02_16_42_13_684.jpg,0,0.3460519,0,22.09255
C:\myData\IMG\center_2025_06_02_16_42_13_911.jpg,C:\myData\IMG\left_2025_06_02_16_42_13_911.jpg,C:\myData\IMG\right_2025_06_02_16_42_13_911.jpg,0,0,0,21.63132
C:\myData\IMG\center_2025_06_02_16_42_14_142.jpg,C:\myData\IMG\left_2025_06_02_16_42_14_142.jpg,C:\myData\IMG\right_2025_06_02_16_42_14_142.jpg,-0.6000001,0,0,20.88132
C:\myData\IMG\center_2025_06_02_16_42_14_372.jpg,C:\myData\IMG\left_2025_06_02_16_42_14_372.jpg,C:\myData\IMG\right_2025_06_02_16_42_14_372.jpg,0,0,0,20.38045
C:\myData\IMG\center_2025_06_02_16_42_14_549.jpg,C:\myData\IMG\left_2025_06_02_16_42_14_549.jpg,C:\myData\IMG\right_2025_06_02_16_42_14_549.jpg,0,0,0,19.90605
